static_text,log_level
"Subtask * will be seeded with initial shard *, starting state set as sequence number *",info
Not starting local console. To activate set karaf.startLocalConsole=true,info
Failed to find index name for legacy migration of index on *.*,error
Error closing channel,debug
scannerClose: id=,debug
failed to reassign persistent tasks,warn
Connected.,debug
Generating Karaf assembly: ,info
* refresh request executed on replica,trace
$$$Empty Message$$$,error
Caught error,error
Component [*]:,debug
Install stage,info
starting sync commit [*],trace
Removed from cache: ,debug
SSTable * is within thresholds of ideal sampling,trace
Queryable State Server could not be created: ,error
Gogo plugin deactivated,info
Trying to cache too large a block  |  @  |  is  |  which is larger than ,warn
"A completed old subproc  |  is still present, removing",warn
Failed to create output file,error
[*] running periodic policy with current-step [*],debug
[*] incompatible field [*]; types *; supported *,debug
Deactivating DegradedNetworkFaultWorker *.,info
leader [*] has failed * consecutive checks (limit [*] is *); last failure was:,debug
Unexpected exception,warn
Forcing removal of 0 length log in queue: ,warn
Ignoring unexpected exception in syncprocessor shutdown,warn
Predicate [*] converted into OrcPredicate [*] and pushed into OrcTableSource for path *.,info
socket timeout,error
reloading analyzers for index shard ,info
NOTHING FOLLOWS,info
TTransportException inside handler,error
DELETE ,trace
Recovering task failure for * #* (*) via restart of failover region,info
Error getting connection ,error
Tidy errors: *,warn
Took more than  |  seconds in obtaining lock,warn
Restoring GlobalStore * failed due to: *. Deleting global store to recreate from scratch.,warn
Transforming Hive function '*' into a HiveGenericUDTF,info
Adjusting parent cversion for Txn: * path: * err: *,debug
received response for [*] from node [*],trace
Failed to archive *,warn
"There are still * region(s) which need to be reopened for table * are in OPENING state, suspend *secs and try again later",info
"split WAL * failed, retry...",warn
Iteration head * added feedback queue under *,info
TTransportException writing to internal frame buffer,error
Could not start JMX server on port  | .,debug
ZooKeeper connection lost.  Trying to reconnect.,warn
Recovering checkpoints from ZooKeeper.,info
Deleting snapshot: ,debug
starting auto-follower for remote cluster [*],info
Configuring gui with *,debug
Pre-moving table  |  to RSGroup ,debug
$$$Empty Message$$$,info
Trying to delete a region that do not exists on disk: ,warn
logic error - unexpected zk state for path =  |  data = ,error
Error adding ,error
rc= |  for  |  remaining retries=,warn
recovered from ,debug
Found data for consumer * in contextstatisticsSummary,info
can't find replica source node because primary shard * is assigned to an unknown node.,trace
Running job on local embedded Flink mini cluster,info
starting ...,info
Cannot add unknown metric type *. This indicates that the reporter does not support this metric type.,warn
Abort requested for *,debug
* not found! Creating with a reasonable default of *. This should only happen when you are upgrading your installationcurrentEpoch,info
Error while stopping metrics,warn
* Commit of offsets threw an unexpected exception for sequence number *: *,error
$$$Empty Message$$$,debug
Unsupported predict [*] cannot be pushed to ParquetTableSource.,debug
iterationStart called on * with source * and iteration *,debug
Create nested multi task slot [*] in parent multi task slot [*] for group [*].,debug
* subscribed to the data tracker.,trace
GET ,trace
"Will Split [ |  ,  | ) at ",debug
hbase.bulkload.retries.retryOnIOException is disabled. Unable to recover,error
hbck chore already running. Can't run till it finishes.,warn
$$$Empty Message$$$,debug
Uncaught exception in thread '*':,error
Initiating re-login for *,info
Ignore incorrect info * provided by bundle *,debug
Ongoing registration to JobMaster *.,debug
Azure discovery service has been disabled. Returning empty list of nodes.,debug
Failed doing drain,warn
"BytesHashMap can't allocate * pages, and now used * pages",warn
testEnded called on instance *#*,debug
$$$Empty Message$$$,info
[*] Failed to kill process,error
Handling OffsetsForLeaderEpoch response for *. Got offset * for epoch *,debug
$$$Empty Message$$$,info
Setting RegionServer Port to random.,debug
The row :  |  not found in the table.,trace
* is not of type MasterCoprocessor. Check the configuration of *hbase.coprocessor.master.classes,error
Failed to get policy directly,trace
[*] maybe running periodic step (*) with current step *,trace
"intercepted bulk request for index [*] without any update requests, continuing execution",trace
Could not resolve local host,error
engine already closed - skipping flushAndClose,debug
"Compacted Bloom chunk # |  from [ |  max keys,  |  bytes] to [ |  max keys,  |  bytes]",trace
Reading from * * * *,debug
"unable to determine disk usage for *, defaulting to average across nodes [* total] [* free] [*% free]",debug
failed to record snapshot [*] for snapshot [*] in policy [*]: snapshot lifecycle metadata is null,error
"Could not convert string, using default encoding. ",warn
Mutating * to level *,trace
Could not start Mirror server,warn
Forecasting job *,debug
"Major compaction triggered on store  | , because keyvalues outdated; time since last major compaction  | ms",debug
Archiving  |  to ,info
The leader session ID * was confirmed even though the corresponding JobManager was not elected as the leader.,warn
Problem loading properties ,error
Requesting metadata update for topic *.,trace
   Resolving startup features and bundles,info
handleClientValue: only allow reconfiguration while not already reconfiguring,debug
remove row: *,debug
No user agent extracted from requestHeaders:*,info
$$$Empty Message$$$,warn
* does not support method *. Doing nothing.setAttemptFailuresValidityInterval,debug
"username:  | , password:  | , database: ",debug
Data frame pivot transform configuration must specify at least 1 aggregation,warn
th path String is null or empty!  | pathString: ,error
Error while committing transaction *. Transaction has been open for longer than the transaction timeout (*).Commit will not be attempted again. Data loss might have occurred.,error
"already attempting to join * with request *, not sending request",debug
Got exception in closing idle connection,info
$$$Empty Message$$$,error
Cancelling sample *,info
"RandomFromMultiResult didn't find <var>_matchNr in variables :'*' using separator:'*', will return empty value",debug
Retrieve cluster id failed,warn
$$$Empty Message$$$,error
Performing action: Changing encodings on ,debug
    ,info
Ack exception: ,warn
token added  |  for user  |  return=,debug
too many concurrent sync.,error
Error while closing Kafka consumer,warn
TTransportException writing to internal frame buffer,error
$$$Empty Message$$$,trace
ACLs for node: *,debug
Problem encountered in shutting down HTTP server,error
Handling connector config request *,trace
"There was a recoverable bulk load failure likely due to a |  split.  These (family, HFile) pairs were not loaded: ",warn
loadIncludedElements -- try to load included module: *,info
Exception writing to internal frame buffer,error
"Search for buckets in: [*, *)",debug
[Stream #*] Received *,debug
"Resuming bootstrap is requested, but the node is already bootstrapped.",info
Running view builder for *.*,trace
releasing read-only-allow-delete block on indices: [*],info
unexpected exception while stopping nio group,warn
[*] lifecycle action for index [*] executed but index no longer exists,debug
"totalSize= | ,  | freeSize= | ,  | max= | ,  | blockCount= | ,  | accesses= | ,  | hits= | ,  | hitRatio= | 0 | ,  | ,  | cachingAccesses= | ,  | cachingHits= | ,  | cachingHitsRatio= | 0, | ,  | evictions= | ,  | evicted= | ,  | evictedPerRun=",info
Warning: using deprecated configuration key  | .  Please use  |  instead.,warn
